biogrid_id,entrez_a,entrez_b,gene_a,gene_b,in_glycolysis_a,in_glycolysis_b,interaction_pair
1258519,5232,230,PGK2,ALDOC,0,1,230 :: 5232
1258520,5479,230,PPIB,ALDOC,0,1,230 :: 5479
1258521,6876,230,TAGLN,ALDOC,0,1,230 :: 6876
1258522,8407,230,TAGLN2,ALDOC,0,1,230 :: 8407
1258523,10131,230,TRAP1,ALDOC,0,1,10131 :: 230
1258524,57590,230,WDFY1,ALDOC,0,1,230 :: 57590
1258531,5315,51005,PKM,AMDHD2,1,0,51005 :: 5315
1258582,7167,81611,TPI1,ANP32E,1,0,7167 :: 81611
1258606,2821,310,GPI,ANXA7,1,0,2821 :: 310
1258662,5211,327,PFKL,APEH,1,0,327 :: 5211
1258663,5213,327,PFKM,APEH,1,0,327 :: 5213
1258745,5213,27236,PFKM,ARFIP1,1,0,27236 :: 5213
1258746,5214,27236,PFKP,ARFIP1,1,0,27236 :: 5214
1258768,5214,392,PFKP,ARHGAP1,1,0,392 :: 5214
1258773,230,55114,ALDOC,ARHGAP17,1,0,230 :: 55114
1258781,230,396,ALDOC,ARHGDIA,1,0,230 :: 396
1258787,2026,396,ENO2,ARHGDIA,1,0,2026 :: 396
1258934,3098,554235,HK1,ASPDH,1,0,3098 :: 554235
1258944,2597,445,GAPDH,ASS1,1,0,2597 :: 445
1258956,5315,445,PKM,ASS1,1,0,445 :: 5315
1258960,7167,445,TPI1,ASS1,1,0,445 :: 7167
1258970,5518,83858,PPP2R1A,ATAD3B,1,0,5518 :: 83858
1259030,5518,476,PPP2R1A,ATP1A1,1,0,476 :: 5518
1259317,5315,581,PKM,BAX,1,0,5315 :: 581
1259370,230,642,ALDOC,BLMH,1,0,230 :: 642
1259518,2023,811,ENO1,CALR,1,0,2023 :: 811
1259519,2026,811,ENO2,CALR,1,0,2026 :: 811
1259520,2027,811,ENO3,CALR,1,0,2027 :: 811
1259570,5518,821,PPP2R1A,CANX,1,0,5518 :: 821
1259639,2027,847,ENO3,CAT,1,0,2027 :: 847
1259894,230,1017,ALDOC,CDK2,1,0,1017 :: 230
1260041,226,1152,ALDOA,CKB,1,0,1152 :: 226
1260042,230,1152,ALDOC,CKB,1,0,1152 :: 230
1260048,226,1159,ALDOA,CKMT1B,1,0,1159 :: 226
1260049,226,548596,ALDOA,CKMT1A,1,0,226 :: 548596
1260050,230,1159,ALDOC,CKMT1B,1,0,1159 :: 230
1260051,230,548596,ALDOC,CKMT1A,1,0,230 :: 548596
1260056,5223,1159,PGAM1,CKMT1B,1,0,1159 :: 5223
1260057,5223,548596,PGAM1,CKMT1A,1,0,5223 :: 548596
1260062,226,1160,ALDOA,CKMT2,1,0,1160 :: 226
1260063,230,1160,ALDOC,CKMT2,1,0,1160 :: 230
1260157,3099,7555,HK2,CNBP,1,0,3099 :: 7555
1260456,7167,1396,TPI1,CRIP1,1,0,1396 :: 7167
1260537,2597,1487,GAPDH,CTBP1,1,0,1487 :: 2597
1260544,5213,1491,PFKM,CTH,1,0,1491 :: 5213
1260659,5315,26528,PKM,DAZAP1,1,0,26528 :: 5315
1260718,2821,51181,GPI,DCXR,1,0,2821 :: 51181
1261034,5528,54919,PPP2R5D,DNAAF5,1,0,54919 :: 5528
1261054,5315,9093,PKM,DNAJA3,1,0,5315 :: 9093
1261130,5214,23234,PFKP,DNAJC9,1,0,23234 :: 5214
1261173,2597,1806,GAPDH,DPYD,1,0,1806 :: 2597
1261201,2597,1838,GAPDH,DTNB,1,0,1838 :: 2597
1261209,226,1854,ALDOA,DUT,1,0,1854 :: 226
1261210,230,1854,ALDOC,DUT,1,0,1854 :: 230
1261219,2023,1854,ENO1,DUT,1,0,1854 :: 2023
1261220,2026,1854,ENO2,DUT,1,0,1854 :: 2026
1261221,2027,1854,ENO3,DUT,1,0,1854 :: 2027
1261226,2597,1854,GAPDH,DUT,1,0,1854 :: 2597
1261329,2026,1915,ENO2,EEF1A1,1,0,1915 :: 2026
1261335,5213,1915,PFKM,EEF1A1,1,0,1915 :: 5213
1261372,5315,1936,PKM,EEF1D,1,0,1936 :: 5315
1261413,2023,1938,ENO1,EEF2,1,0,1938 :: 2023
1261451,5518,10938,PPP2R1A,EHD1,1,0,10938 :: 5518
1261738,18,2023,ABAT,ENO1,0,1,18 :: 2023
1261739,10449,2023,ACAA2,ENO1,0,1,10449 :: 2023
1261740,8659,2023,ALDH4A1,ENO1,0,1,2023 :: 8659
1261741,226,2023,ALDOA,ENO1,1,1,2023 :: 226
1261742,1072,2023,CFL1,ENO1,0,1,1072 :: 2023
1261743,7430,2023,EZR,ENO1,0,1,2023 :: 7430
1261744,2271,2023,FH,ENO1,0,1,2023 :: 2271
1261745,2286,2023,FKBP2,ENO1,0,1,2023 :: 2286
1261747,2879,2023,GPX4,ENO1,0,1,2023 :: 2879
1261748,3094,2023,HINT1,ENO1,0,1,2023 :: 3094
1261750,3939,2023,LDHA,ENO1,0,1,2023 :: 3939
1261751,3945,2023,LDHB,ENO1,0,1,2023 :: 3945
1261753,654364,2023,NME1-NME2,ENO1,0,1,2023 :: 654364
1261754,4831,2023,NME2,ENO1,0,1,2023 :: 4831
1261755,11315,2023,PARK7,ENO1,0,1,11315 :: 2023
1261756,5110,2023,PCMT1,ENO1,0,1,2023 :: 5110
1261757,10015,2023,PDCD6IP,ENO1,0,1,10015 :: 2023
1261759,5232,2023,PGK2,ENO1,0,1,2023 :: 5232
1261760,5236,2023,PGM1,ENO1,0,1,2023 :: 5236
1261761,5479,2023,PPIB,ENO1,0,1,2023 :: 5479
1261762,5954,2023,RCN1,ENO1,0,1,2023 :: 5954
1261763,5962,2023,RDX,ENO1,0,1,2023 :: 5962
1261764,6647,2023,SOD1,ENO1,0,1,2023 :: 6647
1261765,6876,2023,TAGLN,ENO1,0,1,2023 :: 6876
1261766,8407,2023,TAGLN2,ENO1,0,1,2023 :: 8407
1261767,29114,2023,TAGLN3,ENO1,0,1,2023 :: 29114
1261768,7086,2023,TKT,ENO1,0,1,2023 :: 7086
1261769,9948,2023,WDR1,ENO1,0,1,2023 :: 9948
1261770,1491,2026,CTH,ENO2,0,1,1491 :: 2026
1261772,7430,2026,EZR,ENO2,0,1,2026 :: 7430
1261773,2286,2026,FKBP2,ENO2,0,1,2026 :: 2286
1261774,2597,2026,GAPDH,ENO2,1,1,2026 :: 2597
1261775,2879,2026,GPX4,ENO2,0,1,2026 :: 2879
1261776,3094,2026,HINT1,ENO2,0,1,2026 :: 3094
1261779,654364,2026,NME1-NME2,ENO2,0,1,2026 :: 654364
1261780,4831,2026,NME2,ENO2,0,1,2026 :: 4831
1261781,5110,2026,PCMT1,ENO2,0,1,2026 :: 5110
1261784,5479,2026,PPIB,ENO2,0,1,2026 :: 5479
1261785,22872,2026,SEC31A,ENO2,0,1,2026 :: 22872
1261786,6647,2026,SOD1,ENO2,0,1,2026 :: 6647
1261787,10963,2026,STIP1,ENO2,0,1,10963 :: 2026
1261788,6876,2026,TAGLN,ENO2,0,1,2026 :: 6876
1261789,8407,2026,TAGLN2,ENO2,0,1,2026 :: 8407
1261790,29114,2026,TAGLN3,ENO2,0,1,2026 :: 29114
1261791,7086,2026,TKT,ENO2,0,1,2026 :: 7086
1261792,7163,2026,TPD52,ENO2,0,1,2026 :: 7163
1261793,9948,2026,WDR1,ENO2,0,1,2026 :: 9948
1261794,8659,2027,ALDH4A1,ENO3,0,1,2027 :: 8659
1261795,2286,2027,FKBP2,ENO3,0,1,2027 :: 2286
1261796,2597,2027,GAPDH,ENO3,1,1,2027 :: 2597
1261797,2879,2027,GPX4,ENO3,0,1,2027 :: 2879
1261798,3094,2027,HINT1,ENO3,0,1,2027 :: 3094
1261800,654364,2027,NME1-NME2,ENO3,0,1,2027 :: 654364
1261801,4831,2027,NME2,ENO3,0,1,2027 :: 4831
1261803,5232,2027,PGK2,ENO3,0,1,2027 :: 5232
1261804,5479,2027,PPIB,ENO3,0,1,2027 :: 5479
1261805,6647,2027,SOD1,ENO3,0,1,2027 :: 6647
1261806,6648,2027,SOD2,ENO3,0,1,2027 :: 6648
1261807,10963,2027,STIP1,ENO3,0,1,10963 :: 2027
1261808,6876,2027,TAGLN,ENO3,0,1,2027 :: 6876
1261809,8407,2027,TAGLN2,ENO3,0,1,2027 :: 8407
1261810,29114,2027,TAGLN3,ENO3,0,1,2027 :: 29114
1261811,7086,2027,TKT,ENO3,0,1,2027 :: 7086
1261873,7167,2098,TPI1,ESD,1,0,2098 :: 7167
1262026,226,2171,ALDOA,FABP5,1,0,2171 :: 226
1262027,230,2171,ALDOC,FABP5,1,0,2171 :: 230
1262029,2023,2171,ENO1,FABP5,1,0,2023 :: 2171
1262030,2026,2171,ENO2,FABP5,1,0,2026 :: 2171
1262031,2027,2171,ENO3,FABP5,1,0,2027 :: 2171
1262037,5223,2171,PGAM1,FABP5,1,0,2171 :: 5223
1262062,230,81889,ALDOC,FAHD1,1,0,230 :: 81889
1262182,226,2271,ALDOA,FH,1,0,226 :: 2271
1262183,230,2271,ALDOC,FH,1,0,2271 :: 230
1262187,2821,2271,GPI,FH,1,0,2271 :: 2821
1262193,5315,2271,PKM,FH,1,0,2271 :: 5315
1262201,2023,2280,ENO1,FKBP1A,1,0,2023 :: 2280
1262202,2026,2280,ENO2,FKBP1A,1,0,2026 :: 2280
1262203,2027,2280,ENO3,FKBP1A,1,0,2027 :: 2280
1262224,2023,2281,ENO1,FKBP1B,1,0,2023 :: 2281
1262225,2026,2281,ENO2,FKBP1B,1,0,2026 :: 2281
1262226,2027,2281,ENO3,FKBP1B,1,0,2027 :: 2281
1262250,226,51661,ALDOA,FKBP7,1,0,226 :: 51661
1262251,230,51661,ALDOC,FKBP7,1,0,230 :: 51661
1262252,2023,51661,ENO1,FKBP7,1,0,2023 :: 51661
1262253,2026,51661,ENO2,FKBP7,1,0,2026 :: 51661
1262275,5515,23048,PPP2CA,FNBP1,1,0,23048 :: 5515
1262361,226,2597,ALDOA,GAPDH,1,1,226 :: 2597
1262362,1072,2597,CFL1,GAPDH,0,1,1072 :: 2597
1262365,3312,2597,HSPA8,GAPDH,0,1,2597 :: 3312
1262366,55655,2597,NLRP2,GAPDH,0,1,2597 :: 55655
1262367,10726,2597,NUDC,GAPDH,0,1,10726 :: 2597
1262369,5709,2597,PSMD3,GAPDH,0,1,2597 :: 5709
1262370,6647,2597,SOD1,GAPDH,0,1,2597 :: 6647
1262371,51204,2597,TACO1,GAPDH,0,1,2597 :: 51204
1262372,7086,2597,TKT,GAPDH,0,1,2597 :: 7086
1262452,2597,390637,GAPDH,GDPGP1,1,0,2597 :: 390637
1262477,5518,2673,PPP2R1A,GFPT1,1,0,2673 :: 5518
1262491,5518,9945,PPP2R1A,GFPT2,1,0,5518 :: 9945
1262517,226,2739,ALDOA,GLO1,1,0,226 :: 2739
1262518,230,2739,ALDOC,GLO1,1,0,230 :: 2739
1262521,5223,2739,PGAM1,GLO1,1,0,2739 :: 5223
1262527,2597,51031,GAPDH,GLOD4,1,0,2597 :: 51031
1262575,2645,51291,GCK,GMIP,1,0,2645 :: 51291
1262612,5315,55970,PKM,GNG12,1,0,5315 :: 55970
1262709,2597,23171,GAPDH,GPD1L,1,0,23171 :: 2597
1262717,18,2821,ABAT,GPI,0,1,18 :: 2821
1262718,10327,2821,AKR1A1,GPI,0,1,10327 :: 2821
1262719,2023,2821,ENO1,GPI,1,1,2023 :: 2821
1262720,2098,2821,ESD,GPI,0,1,2098 :: 2821
1262721,2806,2821,GOT2,GPI,0,1,2806 :: 2821
1262722,51110,2821,LACTB2,GPI,0,1,2821 :: 51110
1262723,84311,2821,MRPL45,GPI,0,1,2821 :: 84311
1262724,5236,2821,PGM1,GPI,0,1,2821 :: 5236
1262725,5239,2821,PGM5,GPI,0,1,2821 :: 5239
1262726,9588,2821,PRDX6,GPI,0,1,2821 :: 9588
1262727,10890,2821,RAB10,GPI,0,1,10890 :: 2821
1262728,6390,2821,SDHB,GPI,0,1,2821 :: 6390
1262729,6652,2821,SORD,GPI,0,1,2821 :: 6652
1262730,7086,2821,TKT,GPI,0,1,2821 :: 7086
1262731,9948,2821,WDR1,GPI,0,1,2821 :: 9948
1263003,10525,3098,HYOU1,HK1,0,1,10525 :: 3098
1263004,9184,3099,BUB3,HK2,0,1,3099 :: 9184
1263005,10525,3099,HYOU1,HK2,0,1,10525 :: 3099
1263006,51400,3099,PPME1,HK2,0,1,3099 :: 51400
1263007,6723,3099,SRM,HK2,0,1,3099 :: 6723
1263008,1155,3099,TBCB,HK2,0,1,1155 :: 3099
1263009,7174,3099,TPP2,HK2,0,1,3099 :: 7174
1263028,5516,3157,PPP2CB,HMGCS1,1,0,3157 :: 5516
1263092,5315,3184,PKM,HNRNPD,1,0,3184 :: 5315
1263183,5315,3190,PKM,HNRNPK,1,0,3190 :: 5315
1263217,7167,10236,TPI1,HNRNPR,1,0,10236 :: 7167
1263273,5518,51144,PPP2R1A,HSD17B12,1,0,51144 :: 5518
1263406,5315,3315,PKM,HSPB1,1,0,3315 :: 5315
1263427,226,3336,ALDOA,HSPE1,1,0,226 :: 3336
1263441,2026,3336,ENO2,HSPE1,1,0,2026 :: 3336
1263442,2027,3336,ENO3,HSPE1,1,0,2027 :: 3336
1263571,5518,3419,PPP2R1A,IDH3A,1,0,3419 :: 5518
1263791,230,51477,ALDOC,ISYNA1,1,0,230 :: 51477
1263851,226,8514,ALDOA,KCNAB2,1,0,226 :: 8514
1264069,226,3939,ALDOA,LDHA,1,0,226 :: 3939
1264246,226,4048,ALDOA,LTA4H,1,0,226 :: 4048
1264281,5315,11313,PKM,LYPLA2,1,0,11313 :: 5315
1264348,230,92935,ALDOC,MARS2,1,0,230 :: 92935
1264371,5213,90411,PFKM,MCFD2,1,0,5213 :: 90411
1264372,5214,90411,PFKP,MCFD2,1,0,5214 :: 90411
1264426,5214,79892,PFKP,MCMBP,1,0,5214 :: 79892
1264452,5315,4199,PKM,ME1,1,0,4199 :: 5315
1264657,2023,4282,ENO1,MIF,1,0,2023 :: 4282
1264971,2597,253827,GAPDH,MSRB3,1,0,253827 :: 2597
1265053,5214,4522,PFKP,MTHFD1,1,0,4522 :: 5214
1265196,5315,54187,PKM,NANS,1,0,5315 :: 54187
1265407,226,4724,ALDOA,NDUFS4,1,0,226 :: 4724
1265408,230,4724,ALDOC,NDUFS4,1,0,230 :: 4724
1265451,7167,4723,TPI1,NDUFV1,1,0,4723 :: 7167
1265493,5518,9054,PPP2R1A,NFS1,1,0,5518 :: 9054
1265570,2023,56954,ENO1,NIT2,1,0,2023 :: 56954
1265606,5214,51068,PFKP,NMD3,1,0,51068 :: 5214
1265814,5214,79716,PFKP,NPEPL1,1,0,5214 :: 79716
1265950,5223,10204,PGAM1,NUTF2,1,0,10204 :: 5223
1265951,5224,10204,PGAM2,NUTF2,1,0,10204 :: 5224
1266004,5214,9943,PFKP,OXSR1,1,0,5214 :: 9943
1266012,2023,5034,ENO1,P4HB,1,0,2023 :: 5034
1266013,2027,5034,ENO3,P4HB,1,0,2027 :: 5034
1266186,5518,5091,PPP2R1A,PC,1,0,5091 :: 5518
1266299,5519,27250,PPP2R1B,PDCD4,1,0,27250 :: 5519
1266415,2023,553115,ENO1,PEF1,1,0,2023 :: 553115
1266417,2821,553115,GPI,PEF1,1,0,2821 :: 553115
1266485,5528,5204,PPP2R5D,PFDN5,1,0,5204 :: 5528
1266490,29780,5208,PARVB,PFKFB2,0,1,29780 :: 5208
1266492,445,5211,ASS1,PFKL,0,1,445 :: 5211
1266493,4522,5211,MTHFD1,PFKL,0,1,4522 :: 5211
1266494,5708,5211,PSMD2,PFKL,0,1,5211 :: 5708
1266495,5711,5211,PSMD5,PFKL,0,1,5211 :: 5711
1266496,5834,5211,PYGB,PFKL,0,1,5211 :: 5834
1266497,5836,5211,PYGL,PFKL,0,1,5211 :: 5836
1266498,23647,5213,ARFIP2,PFKM,0,1,23647 :: 5213
1266499,396,5213,ARHGDIA,PFKM,0,1,396 :: 5213
1266500,6790,5213,AURKA,PFKM,0,1,5213 :: 6790
1266502,54939,5213,COMMD4,PFKM,0,1,5213 :: 54939
1266503,55313,5213,CPPED1,PFKM,0,1,5213 :: 55313
1266504,60528,5213,ELAC2,PFKM,0,1,5213 :: 60528
1266505,25940,5213,FAM98A,PFKM,0,1,25940 :: 5213
1266506,10979,5213,FERMT2,PFKM,0,1,10979 :: 5213
1266507,5594,5213,MAPK1,PFKM,0,1,5213 :: 5594
1266509,5315,5213,PKM,PFKM,1,1,5213 :: 5315
1266510,5711,5213,PSMD5,PFKM,0,1,5213 :: 5711
1266511,5792,5213,PTPRF,PFKM,0,1,5213 :: 5792
1266513,6421,5213,SFPQ,PFKM,0,1,5213 :: 6421
1266514,22938,5213,SNW1,PFKM,0,1,22938 :: 5213
1266515,7706,5213,TRIM25,PFKM,0,1,5213 :: 7706
1266516,396,5214,ARHGDIA,PFKP,0,1,396 :: 5214
1266517,978,5214,CDA,PFKP,0,1,5214 :: 978
1266518,54939,5214,COMMD4,PFKP,0,1,5214 :: 54939
1266519,60528,5214,ELAC2,PFKP,0,1,5214 :: 60528
1266520,2521,5214,FUS,PFKP,0,1,2521 :: 5214
1266521,51603,5214,METTL13,PFKP,0,1,51603 :: 5214
1266522,5836,5214,PYGL,PFKP,0,1,5214 :: 5836
1266523,6251,5214,RSU1,PFKP,0,1,5214 :: 6251
1266524,55236,5214,UBA6,PFKP,0,1,5214 :: 55236
1266527,230,5223,ALDOC,PGAM1,1,1,230 :: 5223
1266528,2023,5223,ENO1,PGAM1,1,1,2023 :: 5223
1266529,2026,5223,ENO2,PGAM1,1,1,2026 :: 5223
1266530,2027,5223,ENO3,PGAM1,1,1,2027 :: 5223
1266533,6647,5223,SOD1,PGAM1,0,1,5223 :: 6647
1266534,7372,5223,UMPS,PGAM1,0,1,5223 :: 7372
1266535,226,5224,ALDOA,PGAM2,1,1,226 :: 5224
1266536,230,5224,ALDOC,PGAM2,1,1,230 :: 5224
1266537,2597,5224,GAPDH,PGAM2,1,1,2597 :: 5224
1266594,7167,55276,TPI1,PGM2,1,0,55276 :: 7167
1266597,7167,283209,TPI1,PGM2L1,1,0,283209 :: 7167
1266671,5223,26227,PGAM1,PHGDH,1,0,26227 :: 5223
1266686,5213,8301,PFKM,PICALM,1,0,5213 :: 8301
1266757,1917,5313,EEF1A2,PKLR,0,1,1917 :: 5313
1266758,10606,5313,PAICS,PKLR,0,1,10606 :: 5313
1266760,1072,5315,CFL1,PKM,0,1,1072 :: 5315
1266761,1915,5315,EEF1A1,PKM,0,1,1915 :: 5315
1266762,1917,5315,EEF1A2,PKM,0,1,1917 :: 5315
1266764,3939,5315,LDHA,PKM,0,1,3939 :: 5315
1266765,160287,5315,LDHAL6A,PKM,0,1,160287 :: 5315
1266766,3945,5315,LDHB,PKM,0,1,3945 :: 5315
1266767,10606,5315,PAICS,PKM,0,1,10606 :: 5315
1266768,5211,5315,PFKL,PKM,1,1,5211 :: 5315
1266769,5214,5315,PFKP,PKM,1,1,5214 :: 5315
1266770,5481,5315,PPID,PKM,0,1,5315 :: 5481
1266774,5214,5335,PFKP,PLCG1,1,0,5214 :: 5335
1266819,2023,5375,ENO1,PMP2,1,0,2023 :: 5375
1267103,5515,5471,PPP2CA,PPAT,1,0,5471 :: 5515
1267218,5516,5515,PPP2CB,PPP2CA,1,1,5515 :: 5516
1267224,1213,5518,CLTC,PPP2R1A,0,1,1213 :: 5518
1267225,8218,5518,CLTCL1,PPP2R1A,0,1,5518 :: 8218
1267226,1537,5518,CYC1,PPP2R1A,0,1,1537 :: 5518
1267227,30846,5518,EHD2,PPP2R1A,0,1,30846 :: 5518
1267235,55183,5518,RIF1,PPP2R1A,0,1,5518 :: 55183
1267236,5250,5518,SLC25A3,PPP2R1A,0,1,5250 :: 5518
1267237,79228,5518,THOC6,PPP2R1A,0,1,5518 :: 79228
1267238,55187,5518,VPS13D,PPP2R1A,0,1,5518 :: 55187
1267239,34,5519,ACADM,PPP2R1B,0,1,34 :: 5519
1267240,1213,5519,CLTC,PPP2R1B,0,1,1213 :: 5519
1267247,5250,5519,SLC25A3,PPP2R1B,0,1,5250 :: 5519
1267250,5528,5520,PPP2R5D,PPP2R2A,1,0,5520 :: 5528
1267252,5528,55844,PPP2R5D,PPP2R2D,1,0,5528 :: 55844
1267263,5525,5528,PPP2R5A,PPP2R5D,0,1,5525 :: 5528
1267264,55622,5528,TTC27,PPP2R5D,0,1,5528 :: 55622
1267290,5223,5547,PGAM1,PRCP,1,0,5223 :: 5547
1267315,2597,7001,GAPDH,PRDX2,1,0,2597 :: 7001
1267325,5223,7001,PGAM1,PRDX2,1,0,5223 :: 7001
1267338,230,25824,ALDOC,PRDX5,1,0,230 :: 25824
1267343,2597,25824,GAPDH,PRDX5,1,0,25824 :: 2597
1267375,226,5550,ALDOA,PREP,1,0,226 :: 5550
1267376,230,5550,ALDOC,PREP,1,0,230 :: 5550
1267525,5213,133619,PFKM,PRRC1,1,0,133619 :: 5213
1268315,5211,8624,PFKL,PSMG1,1,0,5211 :: 8624
1268316,5213,8624,PFKM,PSMG1,1,0,5213 :: 8624
1268317,5214,8624,PFKP,PSMG1,1,0,5214 :: 8624
1268370,5214,5777,PFKP,PTPN6,1,0,5214 :: 5777
1268374,5528,5792,PPP2R5D,PTPRF,1,0,5528 :: 5792
1268396,2023,54517,ENO1,PUS7,1,0,2023 :: 54517
1268397,2026,54517,ENO2,PUS7,1,0,2026 :: 54517
1268398,2027,54517,ENO3,PUS7,1,0,2027 :: 54517
1268459,5315,10890,PKM,RAB10,1,0,10890 :: 5315
1268465,5223,8766,PGAM1,RAB11A,1,0,5223 :: 8766
1268470,5223,9230,PGAM1,RAB11B,1,0,5223 :: 9230
1268623,5315,5879,PKM,RAC1,1,0,5315 :: 5879
1268669,230,8480,ALDOC,RAE1,1,0,230 :: 8480
1270477,5315,6184,PKM,RPN1,1,0,5315 :: 6184
1270478,5518,6184,PPP2R1A,RPN1,1,0,5518 :: 6184
1270479,5519,6184,PPP2R1B,RPN1,1,0,5519 :: 6184
1270509,5518,6185,PPP2R1A,RPN2,1,0,5518 :: 6185
1271504,5528,6241,PPP2R5D,RRM2,1,0,5528 :: 6241
1271634,5214,54809,PFKP,SAMD9,1,0,5214 :: 54809
1271691,5518,6319,PPP2R1A,SCD,1,0,5518 :: 6319
1271695,5518,79966,PPP2R1A,SCD5,1,0,5518 :: 79966
1271902,230,7536,ALDOC,SF1,1,0,230 :: 7536
1272161,5315,6520,PKM,SLC3A2,1,0,5315 :: 6520
1272175,230,4089,ALDOC,SMAD4,1,0,230 :: 4089
1272418,5214,22938,PFKP,SNW1,1,0,22938 :: 5214
1272476,226,6648,ALDOA,SOD2,1,0,226 :: 6648
1272477,230,6648,ALDOC,SOD2,1,0,230 :: 6648
1272528,2023,6717,ENO1,SRI,1,0,2023 :: 6717
1272839,230,6812,ALDOC,STXBP1,1,0,230 :: 6812
1272885,2026,6613,ENO2,SUMO2,1,0,2026 :: 6613
1272889,2026,6612,ENO2,SUMO3,1,0,2026 :: 6612
1272892,5213,6612,PFKM,SUMO3,1,0,5213 :: 6612
1272901,226,387082,ALDOA,SUMO4,1,0,226 :: 387082
1273040,5223,8407,PGAM1,TAGLN2,1,0,5223 :: 8407
1273072,226,6888,ALDOA,TALDO1,1,0,226 :: 6888
1273077,2023,6888,ENO1,TALDO1,1,0,2023 :: 6888
1273108,2597,128989,GAPDH,TANGO2,1,0,128989 :: 2597
1273381,5518,54499,PPP2R1A,TMCO1,1,0,54499 :: 5518
1273441,5518,56993,PPP2R1A,TOMM22,1,0,5518 :: 56993
1273484,158,7167,ADSL,TPI1,0,1,158 :: 7167
1273485,4329,7167,ALDH6A1,TPI1,0,1,4329 :: 7167
1273486,28970,7167,C11orf54,TPI1,0,1,28970 :: 7167
1273487,79154,7167,DHRS11,TPI1,0,1,7167 :: 79154
1273488,23549,7167,DNPEP,TPI1,0,1,23549 :: 7167
1273489,11034,7167,DSTN,TPI1,0,1,11034 :: 7167
1273491,2026,7167,ENO2,TPI1,1,1,2026 :: 7167
1273492,2027,7167,ENO3,TPI1,1,1,2027 :: 7167
1273493,56915,7167,EXOSC5,TPI1,0,1,56915 :: 7167
1273495,2805,7167,GOT1,TPI1,0,1,2805 :: 7167
1273496,23171,7167,GPD1L,TPI1,0,1,23171 :: 7167
1273499,3939,7167,LDHA,TPI1,0,1,3939 :: 7167
1273500,160287,7167,LDHAL6A,TPI1,0,1,160287 :: 7167
1273501,92483,7167,LDHAL6B,TPI1,0,1,7167 :: 92483
1273502,3945,7167,LDHB,TPI1,0,1,3945 :: 7167
1273503,3948,7167,LDHC,TPI1,0,1,3948 :: 7167
1273504,4729,7167,NDUFV2,TPI1,0,1,4729 :: 7167
1273505,56954,7167,NIT2,TPI1,0,1,56954 :: 7167
1273506,5019,7167,OXCT1,TPI1,0,1,5019 :: 7167
1273507,10015,7167,PDCD6IP,TPI1,0,1,10015 :: 7167
1273508,8566,7167,PDXK,TPI1,0,1,7167 :: 8566
1273509,5223,7167,PGAM1,TPI1,1,1,5223 :: 7167
1273511,5236,7167,PGM1,TPI1,0,1,5236 :: 7167
1273512,7001,7167,PRDX2,TPI1,0,1,7001 :: 7167
1273513,6317,7167,SERPINB3,TPI1,0,1,6317 :: 7167
1273514,5268,7167,SERPINB5,TPI1,0,1,5268 :: 7167
1273515,6648,7167,SOD2,TPI1,0,1,6648 :: 7167
1273516,6652,7167,SORD,TPI1,0,1,6652 :: 7167
1273517,10963,7167,STIP1,TPI1,0,1,10963 :: 7167
1273519,7386,7167,UQCRFS1,TPI1,0,1,7167 :: 7386
1273589,5315,10131,PKM,TRAP1,1,0,10131 :: 5315
1273735,5315,7277,PKM,TUBA4A,1,0,5315 :: 7277
1273750,5315,203068,PKM,TUBB,1,0,203068 :: 5315
1273811,5214,200081,PFKP,TXLNA,1,0,200081 :: 5214
1273818,2023,7295,ENO1,TXN,1,0,2023 :: 7295
1273819,2026,7295,ENO2,TXN,1,0,2026 :: 7295
1273820,2027,7295,ENO3,TXN,1,0,2027 :: 7295
1273829,5223,7295,PGAM1,TXN,1,0,5223 :: 7295
1273830,5224,7295,PGAM2,TXN,1,0,5224 :: 7295
1274019,2023,7347,ENO1,UCHL3,1,0,2023 :: 7347
1274020,2026,7347,ENO2,UCHL3,1,0,2026 :: 7347
1274071,5315,51569,PKM,UFM1,1,0,51569 :: 5315
1274081,2645,7360,GCK,UGP2,1,0,2645 :: 7360
1274084,226,7372,ALDOA,UMPS,1,0,226 :: 7372
1274085,230,7372,ALDOC,UMPS,1,0,230 :: 7372
1274150,5518,7385,PPP2R1A,UQCRC2,1,0,5518 :: 7385
1274600,5213,23214,PFKM,XPO6,1,0,23214 :: 5213
1274601,5528,23214,PPP2R5D,XPO6,1,0,23214 :: 5528
1274643,5213,55432,PFKM,YOD1,1,0,5213 :: 55432
1275091,4914,5214,NTRK1,PFKP,0,1,4914 :: 5214
1275260,4914,5211,NTRK1,PFKL,0,1,4914 :: 5211
1275310,4914,3098,NTRK1,HK1,0,1,3098 :: 4914
1275548,4914,5213,NTRK1,PFKM,0,1,4914 :: 5213
1275757,4914,5528,NTRK1,PPP2R5D,0,1,4914 :: 5528
1275826,4914,3099,NTRK1,HK2,0,1,3099 :: 4914
1275938,4914,5515,NTRK1,PPP2CA,0,1,4914 :: 5515
1276119,4914,2597,NTRK1,GAPDH,0,1,2597 :: 4914
1276148,4914,5315,NTRK1,PKM,0,1,4914 :: 5315
1276226,4914,5518,NTRK1,PPP2R1A,0,1,4914 :: 5518
1276244,4914,230,NTRK1,ALDOC,0,1,230 :: 4914
1276372,4914,226,NTRK1,ALDOA,0,1,226 :: 4914
