biogrid_id,entrez_a,entrez_b,gene_a,gene_b,in_glycolysis_a,in_glycolysis_b,interaction_pair
3363574,5440,5519,POLR2K,PPP2R1B,0,1,5440 :: 5519
3363575,5440,5518,POLR2K,PPP2R1A,0,1,5440 :: 5518
3363726,55718,3099,POLR3E,HK2,0,1,3099 :: 55718
3363863,5515,51497,PPP2CA,NELFCD,1,0,51497 :: 5515
3363866,5515,6829,PPP2CA,SUPT5H,1,0,5515 :: 6829
3363873,5515,5440,PPP2CA,POLR2K,1,0,5440 :: 5515
3363874,5515,5434,PPP2CA,POLR2E,1,0,5434 :: 5515
3363875,5515,5432,PPP2CA,POLR2C,1,0,5432 :: 5515
3363879,5515,5430,PPP2CA,POLR2A,1,0,5430 :: 5515
3363882,5515,4026,PPP2CA,LPP,1,0,4026 :: 5515
3363884,5515,5431,PPP2CA,POLR2B,1,0,5431 :: 5515
3363887,5515,84131,PPP2CA,CEP78,1,0,5515 :: 84131
3363889,5515,140710,PPP2CA,SOGA1,1,0,140710 :: 5515
3363891,5515,5433,PPP2CA,POLR2D,1,0,5433 :: 5515
3363894,5515,7469,PPP2CA,NELFA,1,0,5515 :: 7469
3363895,5515,55012,PPP2CA,PPP2R3C,1,0,55012 :: 5515
3363896,5515,25920,PPP2CA,NELFB,1,0,25920 :: 5515
3363899,5515,10787,PPP2CA,NCKAP1,1,0,10787 :: 5515
3363902,5515,100529241,PPP2CA,HSPE1-MOB4,1,0,100529241 :: 5515
3363909,5515,58493,PPP2CA,INIP,1,0,5515 :: 58493
3363922,5515,7531,PPP2CA,YWHAE,1,0,5515 :: 7531
3363928,5515,8496,PPP2CA,PPFIBP1,1,0,5515 :: 8496
3363936,5515,57224,PPP2CA,NHSL1,1,0,5515 :: 57224
3363937,5515,92521,PPP2CA,SPECC1,1,0,5515 :: 92521
3363999,5566,3098,PRKACA,HK1,0,1,3098 :: 5566
3364695,5707,2821,PSMD1,GPI,0,1,2821 :: 5707
3368875,51128,2597,SAR1B,GAPDH,0,1,2597 :: 51128
3368921,51128,5223,SAR1B,PGAM1,0,1,51128 :: 5223
3368945,51128,230,SAR1B,ALDOC,0,1,230 :: 51128
3369116,6397,5223,SEC14L1,PGAM1,0,1,5223 :: 6397
3372380,6749,5516,SSRP1,PPP2CB,0,1,5516 :: 6749
3372588,6749,5519,SSRP1,PPP2R1B,0,1,5519 :: 6749
3373069,6829,5516,SUPT5H,PPP2CB,0,1,5516 :: 6829
3373122,6829,5518,SUPT5H,PPP2R1A,0,1,5518 :: 6829
3373123,6829,5519,SUPT5H,PPP2R1B,0,1,5519 :: 6829
3373263,55319,3099,TMA16,HK2,0,1,3099 :: 55319
3373545,7150,5519,TOP1,PPP2R1B,0,1,5519 :: 7150
3374913,7419,3098,VDAC3,HK1,0,1,3098 :: 7419
3374915,7419,3099,VDAC3,HK2,0,1,3099 :: 7419
3375886,7531,5210,YWHAE,PFKFB4,0,1,5210 :: 7531
3379553,81609,5208,SNX27,PFKFB2,0,1,5208 :: 81609
3379554,81609,5209,SNX27,PFKFB3,0,1,5209 :: 81609
3379844,573,5516,BAG1,PPP2CB,0,1,5516 :: 573
3379929,573,229,BAG1,ALDOB,0,1,229 :: 573
3379945,573,2026,BAG1,ENO2,0,1,2026 :: 573
3380007,573,2027,BAG1,ENO3,0,1,2027 :: 573
3380013,573,2821,BAG1,GPI,0,1,2821 :: 573
3380033,573,5223,BAG1,PGAM1,0,1,5223 :: 573
3380036,573,5518,BAG1,PPP2R1A,0,1,5518 :: 573
3380432,79065,5528,ATG9A,PPP2R5D,0,1,5528 :: 79065
3380665,81559,5209,TRIM11,PFKFB3,0,1,5209 :: 81559
3380733,6657,2023,SOX2,ENO1,0,1,2023 :: 6657
3380767,6657,26330,SOX2,GAPDHS,0,1,26330 :: 6657
3380784,6657,2821,SOX2,GPI,0,1,2821 :: 6657
3380801,6657,3098,SOX2,HK1,0,1,3098 :: 6657
3381348,11074,2597,TRIM31,GAPDH,0,1,11074 :: 2597
3381480,11074,5315,TRIM31,PKM,0,1,11074 :: 5315
3381813,6657,5211,SOX2,PFKL,0,1,5211 :: 6657
3382038,6657,7167,SOX2,TPI1,0,1,6657 :: 7167
3383826,6790,2821,AURKA,GPI,0,1,2821 :: 6790
3383994,5315,9531,PKM,BAG3,1,0,5315 :: 9531
3383995,5315,3303,PKM,HSPA1A,1,0,3303 :: 5315
3384264,9401,5516,RECQL4,PPP2CB,0,1,5516 :: 9401
3388328,23239,5315,PHLPP1,PKM,0,1,23239 :: 5315
3390047,2348,226,FOLR1,ALDOA,0,1,226 :: 2348
3390077,2348,2597,FOLR1,GAPDH,0,1,2348 :: 2597
3390117,2348,5315,FOLR1,PKM,0,1,2348 :: 5315
3394227,7428,5214,VHL,PFKP,0,1,5214 :: 7428
3394375,126282,5315,TNFAIP8L1,PKM,0,1,126282 :: 5315
3394726,54769,5315,DIRAS2,PKM,0,1,5315 :: 54769
3394857,9531,2023,BAG3,ENO1,0,1,2023 :: 9531
3395726,113878,5214,DTX2,PFKP,0,1,113878 :: 5214
3396156,57154,5208,SMURF1,PFKFB2,0,1,5208 :: 57154
3396300,3276,5209,PRMT1,PFKFB3,0,1,3276 :: 5209
3396463,3276,5315,PRMT1,PKM,0,1,3276 :: 5315
3396508,3276,5208,PRMT1,PFKFB2,0,1,3276 :: 5208
3396533,3276,2023,PRMT1,ENO1,0,1,2023 :: 3276
3396544,3276,2597,PRMT1,GAPDH,0,1,2597 :: 3276
3396594,3276,5518,PRMT1,PPP2R1A,0,1,3276 :: 5518
3396597,3276,7167,PRMT1,TPI1,0,1,3276 :: 7167
3397049,201164,5214,PLD6,PFKP,0,1,201164 :: 5214
3397503,4613,5315,MYCN,PKM,0,1,4613 :: 5315
3397734,4613,5213,MYCN,PFKM,0,1,4613 :: 5213
3397981,4613,2023,MYCN,ENO1,0,1,2023 :: 4613
3398179,4613,2597,MYCN,GAPDH,0,1,2597 :: 4613
3400206,51759,5213,C9orf78,PFKM,0,1,51759 :: 5213
3400216,51759,5518,C9orf78,PPP2R1A,0,1,51759 :: 5518
3400219,51759,5528,C9orf78,PPP2R5D,0,1,51759 :: 5528
3400633,51759,3098,C9orf78,HK1,0,1,3098 :: 51759
3401403,5515,26118,PPP2CA,WSB1,1,0,26118 :: 5515
3401500,7167,113130,TPI1,CDCA5,1,0,113130 :: 7167
3401502,7167,8878,TPI1,SQSTM1,1,0,7167 :: 8878
3401505,7167,3609,TPI1,ILF3,1,0,3609 :: 7167
3401506,7167,286887,TPI1,KRT6C,1,0,286887 :: 7167
3401642,7415,2023,VCP,ENO1,0,1,2023 :: 7415
3401654,7415,2597,VCP,GAPDH,0,1,2597 :: 7415
3401812,7415,7167,VCP,TPI1,0,1,7167 :: 7415
3403551,5515,31,PPP2CA,ACACA,1,0,31 :: 5515
3403553,31,5528,ACACA,PPP2R5D,0,1,31 :: 5528
3404394,142,5518,PARP1,PPP2R1A,0,1,142 :: 5518
3404565,142,3099,PARP1,HK2,0,1,142 :: 3099
3407828,22806,2023,IKZF3,ENO1,0,1,2023 :: 22806
3407835,22806,2597,IKZF3,GAPDH,0,1,22806 :: 2597
3407842,22806,5315,IKZF3,PKM,0,1,22806 :: 5315
3407855,10320,2023,IKZF1,ENO1,0,1,10320 :: 2023
3407862,10320,2597,IKZF1,GAPDH,0,1,10320 :: 2597
3407869,10320,5315,IKZF1,PKM,0,1,10320 :: 5315
3407937,152006,7167,RNF38,TPI1,0,1,152006 :: 7167
3407940,152006,2023,RNF38,ENO1,0,1,152006 :: 2023
3408805,8452,3099,CUL3,HK2,0,1,3099 :: 8452
3408847,8452,5223,CUL3,PGAM1,0,1,5223 :: 8452
3409667,8452,2821,CUL3,GPI,0,1,2821 :: 8452
3410292,1874,5518,E2F4,PPP2R1A,0,1,1874 :: 5518
3410505,4488,226,MSX2,ALDOA,0,1,226 :: 4488
3410506,4488,5315,MSX2,PKM,0,1,4488 :: 5315
3410508,4488,5515,MSX2,PPP2CA,0,1,4488 :: 5515
3410885,5925,2027,RB1,ENO3,0,1,2027 :: 5925
3411293,7965,2023,AIMP2,ENO1,0,1,2023 :: 7965
3411311,7965,5315,AIMP2,PKM,0,1,5315 :: 7965
3411989,381,2821,ARF5,GPI,0,1,2821 :: 381
3412195,56681,5315,SAR1A,PKM,0,1,5315 :: 56681
3412326,51128,5315,SAR1B,PKM,0,1,51128 :: 5315
3412877,285598,3098,ARL10,HK1,0,1,285598 :: 3098
3412967,285598,7167,ARL10,TPI1,0,1,285598 :: 7167
3413373,373,2597,TRIM23,GAPDH,0,1,2597 :: 373
3413391,373,226,TRIM23,ALDOA,0,1,226 :: 373
3413437,373,5315,TRIM23,PKM,0,1,373 :: 5315
3413449,373,5313,TRIM23,PKLR,0,1,373 :: 5313
3413490,7965,2597,AIMP2,GAPDH,0,1,2597 :: 7965
3413533,7965,226,AIMP2,ALDOA,0,1,226 :: 7965
3413535,7965,7167,AIMP2,TPI1,0,1,7167 :: 7965
3413594,7965,5515,AIMP2,PPP2CA,0,1,5515 :: 7965
3429467,285590,3098,SH3PXD2B,HK1,0,1,285590 :: 3098
3429672,5717,5518,PSMD11,PPP2R1A,0,1,5518 :: 5717
3429699,5717,5516,PSMD11,PPP2CB,0,1,5516 :: 5717
3429703,5717,5515,PSMD11,PPP2CA,0,1,5515 :: 5717
3429778,5718,5518,PSMD12,PPP2R1A,0,1,5518 :: 5718
3429958,3843,5518,IPO5,PPP2R1A,0,1,3843 :: 5518
3430122,5352,5528,PLOD2,PPP2R5D,0,1,5352 :: 5528
3430373,4125,5213,MAN2B1,PFKM,0,1,4125 :: 5213
3430492,10419,5518,PRMT5,PPP2R1A,0,1,10419 :: 5518
3430607,30000,5214,TNPO2,PFKP,0,1,30000 :: 5214
3430675,5688,5516,PSMA7,PPP2CB,0,1,5516 :: 5688
3430779,4659,2597,PPP1R12A,GAPDH,0,1,2597 :: 4659
3430856,9987,5211,HNRNPDL,PFKL,0,1,5211 :: 9987
3430972,23350,5214,U2SURP,PFKP,0,1,23350 :: 5214
3431119,5373,2821,PMM2,GPI,0,1,2821 :: 5373
3431300,1665,5518,DHX15,PPP2R1A,0,1,1665 :: 5518
3431517,5709,5518,PSMD3,PPP2R1A,0,1,5518 :: 5709
3431608,9092,5518,SART1,PPP2R1A,0,1,5518 :: 9092
3431668,10236,2597,HNRNPR,GAPDH,0,1,10236 :: 2597
3431975,81,2597,ACTN4,GAPDH,0,1,2597 :: 81
3432138,10768,5214,AHCYL1,PFKP,0,1,10768 :: 5214
3432332,9043,5518,SPAG9,PPP2R1A,0,1,5518 :: 9043
3432530,10492,2597,SYNCRIP,GAPDH,0,1,10492 :: 2597
3433338,7812,5518,CSDE1,PPP2R1A,0,1,5518 :: 7812
3433396,23020,5211,SNRNP200,PFKL,0,1,23020 :: 5211
3433727,23541,2821,SEC14L2,GPI,0,1,23541 :: 2821
3433777,9219,5214,MTA2,PFKP,0,1,5214 :: 9219
3434043,27076,7167,LYPD3,TPI1,0,1,27076 :: 7167
3434074,10592,5518,SMC2,PPP2R1A,0,1,10592 :: 5518
3434094,10592,5515,SMC2,PPP2CA,0,1,10592 :: 5515
3434178,11313,2821,LYPLA2,GPI,0,1,11313 :: 2821
3434619,3939,230,LDHA,ALDOC,0,1,230 :: 3939
3434652,2806,7167,GOT2,TPI1,0,1,2806 :: 7167
3434668,760,2023,CA2,ENO1,0,1,2023 :: 760
3434673,445,2023,ASS1,ENO1,0,1,2023 :: 445
3434689,4893,5213,NRAS,PFKM,0,1,4893 :: 5213
3434770,226,4830,ALDOA,NME1,1,0,226 :: 4830
3434772,226,23710,ALDOA,GABARAPL1,1,0,226 :: 23710
3434773,226,1073,ALDOA,CFL2,1,0,1073 :: 226
3434783,301,7167,ANXA1,TPI1,0,1,301 :: 7167
3434812,2597,3315,GAPDH,HSPB1,1,0,2597 :: 3315
3434813,2597,6175,GAPDH,RPLP0,1,0,2597 :: 6175
3434814,2597,6741,GAPDH,SSB,1,0,2597 :: 6741
3434816,2597,3146,GAPDH,HMGB1,1,0,2597 :: 3146
3434818,2597,3303,GAPDH,HSPA1A,1,0,2597 :: 3303
3434822,2597,5834,GAPDH,PYGB,1,0,2597 :: 5834
3434823,2597,26986,GAPDH,PABPC1,1,0,2597 :: 26986
3434824,2597,1938,GAPDH,EEF2,1,0,1938 :: 2597
3434825,2597,3191,GAPDH,HNRNPL,1,0,2597 :: 3191
3434826,2597,1832,GAPDH,DSP,1,0,1832 :: 2597
3434827,2597,3310,GAPDH,HSPA6,1,0,2597 :: 3310
3434828,2597,5566,GAPDH,PRKACA,1,0,2597 :: 5566
3434829,2597,5211,GAPDH,PFKL,1,1,2597 :: 5211
3434830,2597,4691,GAPDH,NCL,1,0,2597 :: 4691
3434831,2597,2947,GAPDH,GSTM3,1,0,2597 :: 2947
3434832,2597,3181,GAPDH,HNRNPA2B1,1,0,2597 :: 3181
3434833,2597,6188,GAPDH,RPS3,1,0,2597 :: 6188
3434834,2597,191,GAPDH,AHCY,1,0,191 :: 2597
3434836,2597,3148,GAPDH,HMGB2,1,0,2597 :: 3148
3434837,2597,6273,GAPDH,S100A2,1,0,2597 :: 6273
3434838,2597,2923,GAPDH,PDIA3,1,0,2597 :: 2923
3434839,2597,219,GAPDH,ALDH1B1,1,0,219 :: 2597
3434842,2597,908,GAPDH,CCT6A,1,0,2597 :: 908
3434843,2597,6203,GAPDH,RPS9,1,0,2597 :: 6203
3434845,2597,5903,GAPDH,RANBP2,1,0,2597 :: 5903
3434846,2597,10575,GAPDH,CCT4,1,0,10575 :: 2597
3434848,2597,47,GAPDH,ACLY,1,0,2597 :: 47
3434850,2597,60,GAPDH,ACTB,1,0,2597 :: 60
3434851,2597,6189,GAPDH,RPS3A,1,0,2597 :: 6189
3434853,2597,5901,GAPDH,RAN,1,0,2597 :: 5901
3434854,2597,163,GAPDH,AP2B1,1,0,163 :: 2597
3434855,2597,6500,GAPDH,SKP1,1,0,2597 :: 6500
3434856,2597,4904,GAPDH,YBX1,1,0,2597 :: 4904
3434857,2597,1213,GAPDH,CLTC,1,0,1213 :: 2597
3434858,2597,3297,GAPDH,HSF1,1,0,2597 :: 3297
3434859,2597,3192,GAPDH,HNRNPU,1,0,2597 :: 3192
3434860,2597,10487,GAPDH,CAP1,1,0,10487 :: 2597
3434861,2597,6742,GAPDH,SSBP1,1,0,2597 :: 6742
3434862,2597,800,GAPDH,CALD1,1,0,2597 :: 800
3434863,2597,1660,GAPDH,DHX9,1,0,1660 :: 2597
3434864,2597,4686,GAPDH,NCBP1,1,0,2597 :: 4686
3434865,2597,3608,GAPDH,ILF2,1,0,2597 :: 3608
3434866,2597,3609,GAPDH,ILF3,1,0,2597 :: 3609
3434867,2597,10949,GAPDH,HNRNPA0,1,0,10949 :: 2597
3434868,2597,5062,GAPDH,PAK2,1,0,2597 :: 5062
3434869,2597,8761,GAPDH,PABPC4,1,0,2597 :: 8761
3434870,2597,3184,GAPDH,HNRNPD,1,0,2597 :: 3184
3434871,2597,1266,GAPDH,CNN3,1,0,1266 :: 2597
3434872,2597,1808,GAPDH,DPYSL2,1,0,1808 :: 2597
3434874,2597,79709,GAPDH,COLGALT1,1,0,2597 :: 79709
3434875,2597,55748,GAPDH,CNDP2,1,0,2597 :: 55748
3434876,2597,7266,GAPDH,DNAJC7,1,0,2597 :: 7266
3434877,2597,6311,GAPDH,ATXN2,1,0,2597 :: 6311
3434878,2597,3182,GAPDH,HNRNPAB,1,0,2597 :: 3182
3434879,2597,10574,GAPDH,CCT7,1,0,10574 :: 2597
3434880,2597,11235,GAPDH,PDCD10,1,0,11235 :: 2597
3434881,2597,84081,GAPDH,NSRP1,1,0,2597 :: 84081
3434882,2597,27101,GAPDH,CACYBP,1,0,2597 :: 27101
3434883,2597,10011,GAPDH,SRA1,1,0,10011 :: 2597
3434884,2597,22827,GAPDH,PUF60,1,0,22827 :: 2597
3434886,2597,7094,GAPDH,TLN1,1,0,2597 :: 7094
3434887,2597,23215,GAPDH,PRRC2C,1,0,23215 :: 2597
3435042,6181,5214,RPLP2,PFKP,0,1,5214 :: 6181
3435186,3875,5315,KRT18,PKM,0,1,3875 :: 5315
3435191,3875,5518,KRT18,PPP2R1A,0,1,3875 :: 5518
3435322,5836,3098,PYGL,HK1,0,1,3098 :: 5836
3435329,2821,128,GPI,ADH5,1,0,128 :: 2821
3435330,2821,1728,GPI,NQO1,1,0,1728 :: 2821
3435331,2821,5037,GPI,PEBP1,1,0,2821 :: 5037
3435332,2821,501,GPI,ALDH7A1,1,0,2821 :: 501
3435333,2821,311,GPI,ANXA11,1,0,2821 :: 311
3435335,2821,2280,GPI,FKBP1A,1,0,2280 :: 2821
3435336,2821,4501,GPI,MT1X,1,0,2821 :: 4501
3435337,2821,4329,GPI,ALDH6A1,1,0,2821 :: 4329
3435338,2821,8991,GPI,SELENBP1,1,0,2821 :: 8991
3435339,2821,22949,GPI,PTGR1,1,0,22949 :: 2821
3435340,2821,7263,GPI,TST,1,0,2821 :: 7263
3435341,2821,3033,GPI,HADH,1,0,2821 :: 3033
3435342,2821,55312,GPI,RFK,1,0,2821 :: 55312
3435343,2821,11315,GPI,PARK7,1,0,11315 :: 2821
3435344,2821,56954,GPI,NIT2,1,0,2821 :: 56954
3435406,7170,5518,TPM3,PPP2R1A,0,1,5518 :: 7170
3435464,3945,230,LDHB,ALDOC,0,1,230 :: 3945
3435543,203068,5211,TUBB,PFKL,0,1,203068 :: 5211
3435798,3183,5528,HNRNPC,PPP2R5D,0,1,3183 :: 5528
3435844,4067,5223,LYN,PGAM1,0,1,4067 :: 5223
3435895,5213,6817,PFKM,SULT1A1,1,0,5213 :: 6817
3435896,5213,6300,PFKM,MAPK12,1,0,5213 :: 6300
3435897,5213,8836,PFKM,GGH,1,0,5213 :: 8836
3435898,5213,80700,PFKM,UBXN6,1,0,5213 :: 80700
3435899,5213,64080,PFKM,RBKS,1,0,5213 :: 64080
3436527,3303,5211,HSPA1A,PFKL,0,1,3303 :: 5211
3436746,7295,5211,TXN,PFKL,0,1,5211 :: 7295
3436868,3329,5211,HSPD1,PFKL,0,1,3329 :: 5211
3436939,3309,5211,HSPA5,PFKL,0,1,3309 :: 5211
3436953,3309,5518,HSPA5,PPP2R1A,0,1,3309 :: 5518
3437093,3312,5211,HSPA8,PFKL,0,1,3312 :: 5211
3437458,128,7167,ADH5,TPI1,0,1,128 :: 7167
3437478,26986,5211,PABPC1,PFKL,0,1,26986 :: 5211
3437652,3615,5518,IMPDH2,PPP2R1A,0,1,3615 :: 5518
3437783,87,5518,ACTN1,PPP2R1A,0,1,5518 :: 87
3437979,6050,5518,RNH1,PPP2R1A,0,1,5518 :: 6050
3437997,6050,5516,RNH1,PPP2CB,0,1,5516 :: 6050
3438032,1938,5211,EEF2,PFKL,0,1,1938 :: 5211
3438192,5576,5518,PRKAR2A,PPP2R1A,0,1,5518 :: 5576
3438295,5315,3191,PKM,HNRNPL,1,0,3191 :: 5315
3438296,5315,4830,PKM,NME1,1,0,4830 :: 5315
3438297,5315,4831,PKM,NME2,1,0,4831 :: 5315
3438298,5315,3181,PKM,HNRNPA2B1,1,0,3181 :: 5315
3438299,5315,2923,PKM,PDIA3,1,0,2923 :: 5315
3438301,5315,47,PKM,ACLY,1,0,47 :: 5315
3438302,5315,1266,PKM,CNN3,1,0,1266 :: 5315
3438303,5315,22827,PKM,PUF60,1,0,22827 :: 5315
3438567,2935,5518,GSPT1,PPP2R1A,0,1,2935 :: 5518
3438649,1728,7167,NQO1,TPI1,0,1,1728 :: 7167
3439095,5211,6421,PFKL,SFPQ,1,0,5211 :: 6421
3439097,5211,1937,PFKL,EEF1G,1,0,1937 :: 5211
3439098,5211,2923,PFKL,PDIA3,1,0,2923 :: 5211
3439099,5211,3313,PFKL,HSPA9,1,0,3313 :: 5211
3439100,5211,9782,PFKL,MATR3,1,0,5211 :: 9782
3439101,5211,4436,PFKL,MSH2,1,0,4436 :: 5211
3439102,5211,220988,PFKL,HNRNPA3,1,0,220988 :: 5211
3439103,5211,1915,PFKL,EEF1A1,1,0,1915 :: 5211
3439104,5211,221937,PFKL,FOXK1,1,0,221937 :: 5211
3439105,5211,3192,PFKL,HNRNPU,1,0,3192 :: 5211
3439108,5211,1642,PFKL,DDB1,1,0,1642 :: 5211
3439109,5211,10594,PFKL,PRPF8,1,0,10594 :: 5211
3439110,5211,988,PFKL,CDC5L,1,0,5211 :: 988
3439111,5211,7266,PFKL,DNAJC7,1,0,5211 :: 7266
3439112,5211,11100,PFKL,HNRNPUL1,1,0,11100 :: 5211
3439113,5211,9416,PFKL,DDX23,1,0,5211 :: 9416
3439114,5211,27101,PFKL,CACYBP,1,0,27101 :: 5211
3439115,5211,10061,PFKL,ABCF2,1,0,10061 :: 5211
3439134,5702,5518,PSMC3,PPP2R1A,0,1,5518 :: 5702
3439154,5702,5516,PSMC3,PPP2CB,0,1,5516 :: 5702
3439268,6651,5515,SON,PPP2CA,0,1,5515 :: 6651
3439296,5223,11112,PGAM1,HIBADH,1,0,11112 :: 5223
3439297,5223,9261,PGAM1,MAPKAPK2,1,0,5223 :: 9261
3439298,5223,3704,PGAM1,ITPA,1,0,3704 :: 5223
3439299,5223,57486,PGAM1,NLN,1,0,5223 :: 57486
3439300,5223,55862,PGAM1,ECHDC1,1,0,5223 :: 55862
3439301,5223,26136,PGAM1,TES,1,0,26136 :: 5223
3439355,10627,5516,MYL12A,PPP2CB,0,1,10627 :: 5516
3439456,3098,2521,HK1,FUS,1,0,2521 :: 3098
3439457,3098,5604,HK1,MAP2K1,1,0,3098 :: 5604
3439716,831,5528,CAST,PPP2R5D,0,1,5528 :: 831
3439834,7052,5518,TGM2,PPP2R1A,0,1,5518 :: 7052
3439845,7052,5516,TGM2,PPP2CB,0,1,5516 :: 7052
3440206,191,5518,AHCY,PPP2R1A,0,1,191 :: 5518
3440587,5682,5518,PSMA1,PPP2R1A,0,1,5518 :: 5682
3440774,5685,5516,PSMA4,PPP2CB,0,1,5516 :: 5685
3440911,11338,5518,U2AF2,PPP2R1A,0,1,11338 :: 5518
3441106,1937,5214,EEF1G,PFKP,0,1,1937 :: 5214
3441228,790,5518,CAD,PPP2R1A,0,1,5518 :: 790
3441288,4134,5518,MAP4,PPP2R1A,0,1,4134 :: 5518
3441460,5694,5516,PSMB6,PPP2CB,0,1,5516 :: 5694
3441560,6273,5518,S100A2,PPP2R1A,0,1,5518 :: 6273
3441649,1936,5214,EEF1D,PFKP,0,1,1936 :: 5214
3441743,5037,7167,PEBP1,TPI1,0,1,5037 :: 7167
3441769,5518,3799,PPP2R1A,KIF5B,1,0,3799 :: 5518
3441770,5518,5962,PPP2R1A,RDX,1,0,5518 :: 5962
3441771,5518,4627,PPP2R1A,MYH9,1,0,4627 :: 5518
3441772,5518,4628,PPP2R1A,MYH10,1,0,4628 :: 5518
3441773,5518,5701,PPP2R1A,PSMC2,1,0,5518 :: 5701
3441774,5518,3313,PPP2R1A,HSPA9,1,0,3313 :: 5518
3441775,5518,5584,PPP2R1A,PRKCI,1,0,5518 :: 5584
3441776,5518,10128,PPP2R1A,LRPPRC,1,0,10128 :: 5518
3441777,5518,5704,PPP2R1A,PSMC4,1,0,5518 :: 5704
3441778,5518,6204,PPP2R1A,RPS10,1,0,5518 :: 6204
3441779,5518,2194,PPP2R1A,FASN,1,0,2194 :: 5518
3441780,5518,5713,PPP2R1A,PSMD7,1,0,5518 :: 5713
3441781,5518,3185,PPP2R1A,HNRNPF,1,0,3185 :: 5518
3441783,5518,8775,PPP2R1A,NAPA,1,0,5518 :: 8775
3441784,5518,1973,PPP2R1A,EIF4A1,1,0,1973 :: 5518
3441785,5518,5700,PPP2R1A,PSMC1,1,0,5518 :: 5700
3441786,5518,5705,PPP2R1A,PSMC5,1,0,5518 :: 5705
3441787,5518,6633,PPP2R1A,SNRPD2,1,0,5518 :: 6633
3441788,5518,5706,PPP2R1A,PSMC6,1,0,5518 :: 5706
3441790,5518,5861,PPP2R1A,RAB1A,1,0,5518 :: 5861
3441793,5518,1981,PPP2R1A,EIF4G1,1,0,1981 :: 5518
3441794,5518,5720,PPP2R1A,PSME1,1,0,5518 :: 5720
3441795,5518,3831,PPP2R1A,KLC1,1,0,3831 :: 5518
3441797,5518,31,PPP2R1A,ACACA,1,0,31 :: 5518
3441798,5518,5708,PPP2R1A,PSMD2,1,0,5518 :: 5708
3441800,5518,2803,PPP2R1A,GOLGA4,1,0,2803 :: 5518
3441801,5518,427,PPP2R1A,ASAH1,1,0,427 :: 5518
3441804,5518,23193,PPP2R1A,GANAB,1,0,23193 :: 5518
3441809,5518,11047,PPP2R1A,ADRM1,1,0,11047 :: 5518
3441811,5518,1642,PPP2R1A,DDB1,1,0,1642 :: 5518
3441812,5518,27250,PPP2R1A,PDCD4,1,0,27250 :: 5518
3441813,5518,23367,PPP2R1A,LARP1,1,0,23367 :: 5518
3441815,5518,79709,PPP2R1A,COLGALT1,1,0,5518 :: 79709
3441816,5518,10808,PPP2R1A,HSPH1,1,0,10808 :: 5518
3441817,5518,5707,PPP2R1A,PSMD1,1,0,5518 :: 5707
3441818,5518,64151,PPP2R1A,NCAPG,1,0,5518 :: 64151
3441819,5518,22950,PPP2R1A,SLC4A1AP,1,0,22950 :: 5518
3441820,5518,149986,PPP2R1A,LSM14B,1,0,149986 :: 5518
3441821,5518,79657,PPP2R1A,RPAP3,1,0,5518 :: 79657
3441822,5518,51534,PPP2R1A,VTA1,1,0,51534 :: 5518
3441823,5518,10051,PPP2R1A,SMC4,1,0,10051 :: 5518
3441824,5518,29959,PPP2R1A,NRBP1,1,0,29959 :: 5518
3441826,5518,9958,PPP2R1A,USP15,1,0,5518 :: 9958
3441996,3301,5214,DNAJA1,PFKP,0,1,3301 :: 5214
3442201,6282,7167,S100A11,TPI1,0,1,6282 :: 7167
3442209,1635,7167,DCTD,TPI1,0,1,1635 :: 7167
3442547,5962,5528,RDX,PPP2R5D,0,1,5528 :: 5962
3442632,2962,5214,GTF2F1,PFKP,0,1,2962 :: 5214
3442922,5701,5516,PSMC2,PPP2CB,0,1,5516 :: 5701
3443502,5584,5516,PRKCI,PPP2CB,0,1,5516 :: 5584
3443578,8644,7167,AKR1C3,TPI1,0,1,7167 :: 8644
3443622,10128,5515,LRPPRC,PPP2CA,0,1,10128 :: 5515
3444369,1452,5528,CSNK1A1,PPP2R5D,0,1,1452 :: 5528
3444830,22978,5214,NT5C2,PFKP,0,1,22978 :: 5214
3445613,3099,57510,HK2,XPO5,1,0,3099 :: 57510
3445614,3099,55577,HK2,NAGK,1,0,3099 :: 55577
3445616,7064,5515,THOP1,PPP2CA,0,1,5515 :: 7064
3445625,1646,7167,AKR1C2,TPI1,0,1,1646 :: 7167
3446050,3032,5214,HADHB,PFKP,0,1,3032 :: 5214
3446248,7167,2280,TPI1,FKBP1A,1,0,2280 :: 7167
3446249,7167,4501,TPI1,MT1X,1,0,4501 :: 7167
3446250,7167,22949,TPI1,PTGR1,1,0,22949 :: 7167
3446251,7167,7263,TPI1,TST,1,0,7167 :: 7263
3446252,7167,1073,TPI1,CFL2,1,0,1073 :: 7167
3446355,1973,5515,EIF4A1,PPP2CA,0,1,1973 :: 5515
3446910,5700,5516,PSMC1,PPP2CB,0,1,5516 :: 5700
3446953,5705,5516,PSMC5,PPP2CB,0,1,5516 :: 5705
3447300,5516,1981,PPP2CB,EIF4G1,1,0,1981 :: 5516
3447301,5516,3831,PPP2CB,KLC1,1,0,3831 :: 5516
3447302,5516,2803,PPP2CB,GOLGA4,1,0,2803 :: 5516
3447303,5516,11047,PPP2CB,ADRM1,1,0,11047 :: 5516
3447305,5516,10808,PPP2CB,HSPH1,1,0,10808 :: 5516
